creature_name,body_type,color,activity,mood,quirk,full_prompt
"Glen","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Glen, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Glen","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Glen, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Glen","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Glen, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Glen584","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Glen584, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Glen584","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Glen584, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Glen584","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Glen584, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Greta","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Greta, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Greta","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Greta, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Greta","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Greta, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Hana","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Hana, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Hana","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Hana, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Hana","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Hana, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Hans","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Hans, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
"Hans","Zombie","Decay Green","Shambling","Hungry","Visible Stitches","A chibi character named Hans, chibi zombie, undead, tattered clothes, stitches, slightly decomposed, pastel zombie colors, pale sickly green tones, shambling forward slowly, hungry undead expression, prominent stitches across body, white background, full body, simple design, high quality digital art"
"Hans","Gothic","Midnight Black","Reading Poetry","Melancholic","Lace Collar","A chibi character named Hans, chibi gothic, dark aesthetic, victorian gothic elements, lace details, dark makeup, elegant dark clothing, mysterious vibe, deep black with subtle highlights, reading from old leather-bound book, melancholic wistful expression, ornate lace collar detail, white background, full body, simple design, high quality digital art"
"Hans814","Robot","Metallic Silver","Computing","Analytical","Antenna Array","A chibi character named Hans814, chibi robot, mechanical parts, shiny metal body, glowing eyes, circuits visible, tech aesthetic, shiny metallic silver color scheme, processing data, digital displays visible, analytical expression, calculating, small antenna protruding from head, white background, full body, simple design, high quality digital art"
